PCTIME	PHB	RECORD	DEM0	DEM1	DEM2	DEM3	PWR0	PWR1	PWR2	PWR3	RF POWER	FREQUENCY
1620	0	0	1	13	-11	14	-62218	-70511	-57601	-53666	-40	-1.000000
1620	0	0	7	17	0	18	-62242	-70528	-57604	-53670	-40	-1.000000
1620	0	0	4	14	-5	15	-62188	-70452	-57553	-53629	-40	-1.000000
1620	0	0	1	25	-10	27	-62201	-70480	-57575	-53649	-40	-1.000000
1620	0	0	16	21	10	26	-62211	-70467	-57577	-53648	-40	-1.000000
1620	0	0	21	31	8	23	-62251	-70508	-57613	-53672	-40	-1.000000
1620	0	0	9	18	7	27	-62462	-70904	-57979	-53874	-40	-1.000000
1620	0	0	11	12	-7	19	-62224	-70503	-57586	-53655	-40	-1.000000
1620	0	0	1	6	2	22	-62198	-70485	-57564	-53643	-40	-1.000000
1620	0	0	5	14	-4	13	-62504	-70915	-58014	-53902	-40	-1.000000
1620	0	0	-1	4	11	19	-62282	-70564	-57673	-53715	-40	-1.000000
1620	0	0	17	16	13	30	-62391	-70771	-57878	-53832	-40	-1.000000
1620	0	0	13	25	7	29	-62252	-70539	-57617	-53699	-40	-1.000000
1620	0	0	-3	-1	3	16	-62190	-70469	-57556	-53635	-40	-1.000000
1620	0	0	14	4	13	19	-62248	-70510	-57605	-53681	-40	-1.000000
2620	0	0	16	37	9	35	-62567	-71036	-58106	-53958	-40	38.000000
2620	0	0	-4	1	2	21	-62262	-70529	-57626	-53682	-40	38.000000
2620	0	0	26	44	-4	25	-62204	-70447	-57578	-53628	-40	38.000000
2620	0	0	-16	4	-13	20	-62219	-70455	-57576	-53638	-40	38.000000
2620	0	0	-8	1	-19	8	-62311	-70442	-57700	-53649	-40	38.000000
2620	0	0	14	38	0	33	-62374	-70507	-57772	-53710	-40	38.000000
2620	0	0	9	18	-5	19	-62372	-70495	-57769	-53694	-40	38.000000
2620	0	0	7	13	3	18	-62369	-70505	-57765	-53701	-40	38.000000
2620	0	0	8	7	0	13	-62312	-70436	-57720	-53658	-40	38.000000
2620	0	0	19	23	9	19	-62310	-70416	-57695	-53664	-40	38.000000
2620	0	0	-10	-11	-11	11	-62329	-70447	-57734	-53670	-40	38.000000
2620	0	0	9	10	-5	11	-62373	-70503	-57779	-53699	-40	38.000000
2620	0	0	11	20	6	28	-62451	-70598	-57858	-53767	-40	38.000000
2620	0	0	14	17	-4	15	-62333	-70439	-57729	-53663	-40	38.000000
2620	0	0	15	28	11	30	-62409	-70522	-57794	-53722	-40	38.000000
2620	0	0	26	30	10	26	-62352	-70457	-57730	-53674	-40	38.000000
2620	0	0	2	1	3	16	-62340	-70447	-57727	-53692	-40	38.000000
2620	0	0	15	17	-5	10	-62340	-70471	-57723	-53691	-40	38.000000
2620	0	0	10	22	-1	22	-62481	-70625	-57865	-53822	-40	38.000000
2620	0	0	21	29	22	29	-62416	-70551	-57806	-53765	-40	38.000000
2620	0	0	16	32	9	24	-62394	-70514	-57774	-53787	-40	38.000000
2620	0	0	18	19	10	26	-62378	-70487	-57771	-53716	-40	38.000000
2620	0	0	22	11	20	26	-62386	-70528	-57776	-53724	-40	38.000000
2620	0	0	15	25	6	28	-62277	-70389	-57678	-53648	-40	38.000000
2620	0	0	14	20	4	23	-62264	-70386	-57658	-53623	-40	38.000000
3619	0	0	23	18	8	21	-62330	-70432	-57751	-53689	-40	38.000000
3619	0	0	5	31	3	33	-62283	-70394	-57666	-53629	-40	38.000000
3619	0	0	23	31	11	31	-62350	-70458	-57758	-53696	-40	38.000000
3619	0	0	20	29	11	31	-62366	-70465	-57757	-53693	-40	38.000000
3619	0	0	10	20	4	31	-62330	-70456	-57725	-53686	-40	38.000000
3619	0	0	-7	-3	-16	15	-62336	-70434	-57729	-53670	-40	38.000000
3619	0	0	2	23	-10	25	-62314	-70419	-57725	-53662	-40	38.000000
3619	0	0	15	7	-4	3	-62279	-70401	-57690	-53653	-40	38.000000
3619	0	0	19	20	17	25	-62376	-70490	-57765	-53716	-40	38.000000
3619	0	0	15	16	1	18	-62331	-70419	-57742	-53674	-40	38.000000
3619	0	0	-15	-8	-14	10	-62364	-70487	-57785	-53714	-40	38.000000
3619	0	0	4	-2	-3	13	-62384	-70508	-57778	-53711	-40	38.000000
3619	0	0	9	12	-3	13	-62312	-70422	-57709	-53658	-40	38.000000
3619	0	0	21	31	11	25	-62231	-70356	-57644	-53606	-40	38.000000
3619	0	0	12	18	3	22	-62343	-70455	-57743	-53675	-40	38.000000
3619	0	0	-1	-2	2	16	-62226	-70333	-57645	-53582	-40	38.000000
3619	0	0	2	7	5	24	-62257	-70373	-57669	-53616	-40	38.000000
3619	0	0	15	25	9	29	-62342	-70465	-57748	-53680	-40	38.000000
3619	0	0	25	30	16	29	-62328	-70457	-57746	-53671	-40	38.000000
3619	0	0	3	9	7	19	-62264	-70397	-57684	-53611	-40	38.000000
3619	0	0	-1	5	-12	9	-62334	-70464	-57739	-53667	-40	38.000000
3619	0	0	3	15	-10	17	-62271	-70357	-57688	-53634	-40	38.000000
3619	0	0	4	18	-9	18	-62299	-70406	-57705	-53650	-40	38.000000
3619	0	0	-3	8	-15	18	-62417	-70540	-57820	-53742	-40	38.000000
3619	0	0	19	11	8	15	-62361	-70497	-57763	-53698	-40	38.000000
4620	0	0	1	6	-5	14	-62435	-70585	-57846	-53760	-40	38.000000
4620	0	0	7	28	-12	26	-62394	-70528	-57805	-53714	-40	38.000000
4620	0	0	15	22	-2	28	-62498	-70634	-57892	-53794	-40	38.000000
4620	0	0	22	32	15	31	-62440	-70573	-57847	-53767	-40	38.000000
4620	0	0	9	23	-6	23	-62251	-70330	-57672	-53588	-40	38.000000
4620	0	0	10	8	4	17	-62329	-70446	-57743	-53672	-40	38.000000
4620	0	0	9	36	3	36	-62317	-70441	-57729	-53651	-40	38.000000
4620	0	0	25	33	8	25	-62292	-70424	-57741	-53666	-40	38.000000
4620	0	0	9	9	-10	7	-62390	-70530	-57790	-53716	-40	38.100000
4620	0	0	-2	7	-10	12	-62328	-70433	-57744	-53664	-40	38.100000
4620	0	0	-3	9	5	19	-62326	-70447	-57750	-53679	-40	38.100000
4620	0	0	21	23	0	17	-62304	-70398	-57727	-53652	-40	38.100000
4620	0	0	12	22	3	22	-62412	-70507	-57813	-53728	-40	38.100000
4620	0	0	36	33	13	20	-62313	-70401	-57725	-53664	-40	38.100000
4620	0	0	18	26	4	24	-62347	-70457	-57775	-53706	-40	38.100000
4620	0	0	2	8	9	29	-62492	-70628	-57882	-53815	-40	38.100000
4620	0	0	25	38	7	31	-62411	-70541	-57812	-53743	-40	38.100000
4620	0	0	11	29	-5	18	-62344	-70445	-57768	-53696	-40	38.100000
4620	0	0	25	26	6	24	-62341	-70453	-57761	-53694	-40	38.100000
4620	0	0	1	24	-5	24	-62388	-70509	-57798	-53718	-40	38.100000
4620	0	0	16	27	10	28	-62357	-70480	-57768	-53685	-40	38.100000
4620	0	0	14	27	-1	30	-62291	-70414	-57723	-53644	-40	38.100000
4620	0	0	10	15	3	16	-62317	-70443	-57740	-53679	-40	38.100000
4620	0	0	11	10	5	14	-62244	-70378	-57685	-53608	-40	38.100000
4620	0	0	0	2	-4	11	-62251	-70382	-57685	-53613	-40	38.100000
5621	0	0	9	21	-7	17	-62225	-70333	-57637	-53607	-40	38.100000
5621	0	0	9	12	-8	11	-62267	-70343	-57683	-53584	-40	38.100000
5621	0	0	17	33	17	31	-62218	-70303	-57647	-53564	-40	38.100000
5621	0	0	3	11	0	14	-62281	-70369	-57691	-53606	-40	38.100000
5621	0	0	1	15	0	20	-62301	-70392	-57704	-53616	-40	38.100000
5621	0	0	-9	-11	-13	-3	-62383	-70458	-57794	-53685	-40	38.100000
5621	0	0	20	19	13	24	-62383	-70469	-57789	-53672	-40	38.100000
5621	0	0	6	21	0	24	-62355	-70466	-57758	-53659	-40	38.100000
5621	0	0	15	30	2	30	-62361	-70471	-57753	-53660	-40	38.100000
5621	0	0	-4	14	-20	12	-62395	-70514	-57804	-53690	-40	38.100000
5621	0	0	17	18	3	26	-62409	-70476	-57790	-53677	-40	38.100000
5621	0	0	18	20	15	23	-62376	-70474	-57785	-53678	-40	38.100000
5621	0	0	35	31	20	24	-62275	-70345	-57698	-53583	-40	38.100000
5621	0	0	0	12	-4	25	-62292	-70379	-57712	-53624	-40	38.100000
5621	0	0	19	31	17	33	-62454	-70592	-57913	-53748	-40	38.100000
5621	0	0	14	19	21	37	-62544	-70753	-58075	-53849	-40	38.100000
5621	0	0	20	28	1	13	-62378	-70458	-57774	-53686	-40	38.100000
5621	0	0	10	19	-4	23	-62424	-70504	-57839	-53718	-40	38.100000
5621	0	0	3	26	-16	14	-62618	-70830	-58164	-53898	-40	38.100000
5621	0	0	10	22	8	25	-62567	-70783	-58108	-53857	-40	38.100000
5621	0	0	11	19	6	31	-62444	-70605	-57962	-53733	-40	38.100000
5621	0	0	4	5	-4	12	-62326	-70403	-57740	-53650	-40	38.100000
5621	0	0	15	36	1	32	-62318	-70392	-57740	-53640	-40	38.100000
5621	0	0	30	25	21	26	-62333	-70388	-57750	-53644	-40	38.100000
5621	0	0	18	17	2	17	-62315	-70370	-57720	-53614	-40	38.100000
6621	0	0	6	1	-1	14	-62277	-70323	-57683	-53573	-40	38.100000
6621	0	0	8	20	2	22	-62427	-70494	-57813	-53711	-40	38.100000
6621	0	0	-1	10	-14	17	-62463	-70538	-57862	-53757	-40	38.100000
6621	0	0	40	43	26	36	-62495	-70596	-57908	-53792	-40	38.100000
6621	0	0	19	28	13	33	-62472	-70556	-57874	-53766	-40	38.100000
6621	0	0	9	21	1	16	-62488	-70572	-57881	-53766	-40	38.100000
6621	0	0	-2	-1	-2	17	-62419	-70504	-57827	-53720	-40	38.100000
6621	0	0	-3	5	-10	17	-62487	-70595	-57883	-53773	-40	38.100000
6621	0	0	7	16	8	16	-62485	-70573	-57887	-53768	-40	38.100000
6621	0	0	16	33	8	26	-62317	-70388	-57751	-53651	-40	38.200000
6621	0	0	12	19	3	19	-62476	-70557	-57882	-53767	-40	38.200000
6621	0	0	7	13	-11	14	-62406	-70508	-57821	-53721	-40	38.200000
6621	0	0	12	20	12	29	-62426	-70524	-57841	-53734	-40	38.200000
6621	0	0	5	20	-10	20	-62372	-70459	-57810	-53695	-40	38.200000
6621	0	0	8	20	0	27	-62414	-70464	-57839	-53718	-40	38.200000
6621	0	0	7	20	18	28	-62421	-70463	-57827	-53718	-40	38.200000
6621	0	0	7	26	-6	27	-62458	-70535	-57864	-53752	-40	38.200000
6621	0	0	21	35	7	28	-62307	-70366	-57721	-53623	-40	38.200000
6621	0	0	8	20	6	29	-62328	-70390	-57743	-53642	-40	38.200000
6621	0	0	16	21	6	32	-62327	-70381	-57751	-53644	-40	38.200000
6621	0	0	-2	6	2	24	-62388	-70426	-57807	-53685	-40	38.200000
6621	0	0	20	36	14	35	-62410	-70455	-57818	-53695	-40	38.200000
6621	0	0	13	27	4	29	-62361	-70392	-57775	-53656	-40	38.200000
6621	0	0	11	8	-6	6	-62407	-70464	-57825	-53694	-40	38.200000
6621	0	0	15	11	4	19	-62373	-70448	-57784	-53662	-40	38.200000
7620	0	0	12	19	7	20	-62450	-70501	-57843	-53719	-40	38.200000
7620	0	0	19	18	4	17	-62408	-70440	-57818	-53685	-40	38.200000
7620	0	0	8	27	-8	12	-62467	-70505	-57863	-53725	-40	38.200000
7620	0	0	20	27	0	16	-62415	-70423	-57813	-53660	-40	38.200000
7620	0	0	15	22	8	23	-62482	-70536	-57884	-53783	-40	38.200000
7620	0	0	12	20	-1	14	-62377	-70407	-57783	-53643	-40	38.200000
7620	0	0	8	14	2	25	-62400	-70406	-57818	-53664	-40	38.200000
7620	0	0	-5	-9	-14	7	-62414	-70436	-57833	-53694	-40	38.200000
7620	0	0	18	24	15	32	-62378	-70398	-57799	-53668	-40	38.200000
7620	0	0	9	23	3	26	-62459	-70468	-57842	-53705	-40	38.200000
7620	0	0	2	1	-1	13	-62418	-70451	-57812	-53686	-40	38.200000
7620	0	0	14	20	3	20	-62454	-70486	-57842	-53711	-40	38.200000
7620	0	0	7	19	14	32	-62377	-70388	-57767	-53627	-40	38.200000
7620	0	0	8	22	0	23	-62361	-70399	-57764	-53628	-40	38.200000
7620	0	0	22	37	0	29	-62394	-70435	-57797	-53650	-40	38.200000
7620	0	0	24	26	6	26	-62423	-70438	-57819	-53664	-40	38.200000
7620	0	0	20	33	3	31	-62362	-70361	-57754	-53616	-40	38.200000
7620	0	0	8	11	-6	11	-62336	-70376	-57743	-53623	-40	38.200000
7620	0	0	9	24	-6	24	-62399	-70422	-57790	-53668	-40	38.200000
7620	0	0	4	14	-5	18	-62386	-70420	-57787	-53647	-40	38.200000
7620	0	0	0	5	-7	18	-62491	-70553	-57882	-53754	-40	38.200000
7620	0	0	16	20	6	23	-62434	-70449	-57832	-53712	-40	38.200000
7620	0	0	17	21	6	22	-62470	-70495	-57861	-53762	-40	38.200000
7620	0	0	20	25	17	30	-62437	-70443	-57826	-53703	-40	38.200000
7620	0	0	14	14	-5	14	-62424	-70441	-57814	-53689	-40	38.200000
8620	0	0	27	32	11	22	-62457	-70447	-57835	-53717	-40	38.200000
8620	0	0	22	24	10	16	-62457	-70467	-57838	-53718	-40	38.200000
8620	0	0	7	15	-9	14	-62452	-70464	-57864	-53732	-40	38.200000
8620	0	0	14	11	1	17	-62419	-70417	-57827	-53712	-40	38.200000
8620	0	0	9	12	-5	13	-62395	-70428	-57789	-53687	-40	38.200000
8620	0	0	38	48	27	43	-62352	-70372	-57729	-53661	-40	38.200000
8620	0	0	7	15	6	23	-62442	-70468	-57827	-53722	-40	38.200000
8620	0	0	-2	-1	0	7	-62377	-70409	-57753	-53661	-40	38.200000
8620	0	0	3	14	-4	17	-62370	-70413	-57775	-53681	-40	38.200000
8620	0	0	7	15	-2	20	-62367	-70386	-57752	-53669	-40	38.300000
8620	0	0	16	28	1	24	-62375	-70390	-57750	-53676	-40	38.300000
8620	0	0	4	14	-6	17	-62411	-70442	-57797	-53720	-40	38.300000
8620	0	0	35	30	13	22	-62432	-70486	-57824	-53746	-40	38.300000
8620	0	0	-3	8	2	12	-62606	-70687	-57954	-53862	-40	38.300000
8620	0	0	10	23	15	28	-62511	-70565	-57901	-53809	-40	38.300000
8620	0	0	15	21	8	24	-62487	-70538	-57868	-53782	-40	38.300000
8620	0	0	11	11	-1	9	-62479	-70511	-57853	-53755	-40	38.300000
8620	0	0	5	15	-14	13	-62390	-70439	-57786	-53692	-40	38.300000
8620	0	0	5	7	3	16	-62389	-70428	-57777	-53698	-40	38.300000
8620	0	0	10	22	0	24	-62357	-70402	-57743	-53662	-40	38.300000
8620	0	0	10	27	-1	26	-62315	-70371	-57700	-53609	-40	38.300000
8620	0	0	11	25	1	28	-62288	-70326	-57685	-53597	-40	38.300000
8620	0	0	18	31	0	24	-62323	-70373	-57718	-53680	-40	38.300000
8620	0	0	6	11	-15	11	-62316	-70356	-57693	-53614	-40	38.300000
8620	0	0	27	27	7	22	-62348	-70368	-57685	-53601	-40	38.300000
9620	0	0	-7	-1	-18	13	-62414	-70409	-57722	-53652	-40	38.300000
9620	0	0	-6	-5	-11	7	-62394	-70416	-57760	-53665	-40	38.300000
9620	0	0	16	25	10	20	-62401	-70428	-57794	-53702	-40	38.300000
9620	0	0	25	27	13	22	-62428	-70474	-57799	-53686	-40	38.300000
9620	0	0	13	21	9	26	-62449	-70489	-57818	-53693	-40	38.300000
9620	0	0	29	35	15	26	-62354	-70388	-57747	-53660	-40	38.300000
9620	0	0	20	21	9	25	-62337	-70377	-57721	-53627	-40	38.300000
9620	0	0	25	16	12	11	-62370	-70382	-57752	-53649	-40	38.300000
9620	0	0	9	21	-10	15	-62422	-70457	-57805	-53707	-40	38.300000
9620	0	0	12	8	6	17	-62415	-70462	-57818	-53705	-40	38.300000
9620	0	0	16	41	15	43	-62400	-70450	-57795	-53675	-40	38.300000
9620	0	0	2	7	-3	27	-62283	-70297	-57690	-53580	-40	38.300000
9620	0	0	22	17	8	25	-62271	-70322	-57685	-53588	-40	38.300000
9620	0	0	16	30	8	31	-62361	-70394	-57747	-53635	-40	38.300000
9620	0	0	15	9	4	19	-62295	-70288	-57692	-53575	-40	38.300000
9620	0	0	26	29	12	30	-62255	-70271	-57648	-53559	-40	38.300000
9620	0	0	4	8	-6	19	-62265	-70256	-57662	-53548	-40	38.300000
9620	0	0	9	20	0	24	-62404	-70432	-57792	-53671	-40	38.300000
9620	0	0	6	24	-8	28	-62377	-70430	-57780	-53668	-40	38.300000
9620	0	0	5	11	-3	24	-62351	-70389	-57748	-53639	-40	38.300000
9620	0	0	31	33	10	18	-62317	-70351	-57709	-53613	-40	38.300000
9620	0	0	7	10	6	20	-62408	-70458	-57819	-53691	-40	38.300000
9620	0	0	16	34	8	40	-62374	-70418	-57787	-53660	-40	38.300000
9620	0	0	5	8	12	29	-62394	-70414	-57770	-53658	-40	38.300000
9620	0	0	-5	6	-6	19	-62407	-70432	-57779	-53652	-40	38.300000
10620	0	0	9	19	-11	19	-62410	-70441	-57768	-53665	-40	38.300000
10620	0	0	12	29	5	25	-62387	-70395	-57767	-53638	-40	38.300000
10620	0	0	5	7	-3	14	-62349	-70378	-57728	-53623	-40	38.300000
10620	0	0	2	12	0	20	-62410	-70461	-57807	-53688	-40	38.300000
10620	0	0	12	26	11	35	-62405	-70428	-57795	-53653	-40	38.300000
10620	0	0	27	21	9	11	-62369	-70385	-57753	-53626	-40	38.300000
10620	0	0	-9	1	-8	25	-62376	-70414	-57768	-53636	-40	38.300000
10620	0	0	6	13	-1	23	-62415	-70437	-57795	-53657	-40	38.300000
10620	0	0	23	25	7	18	-62451	-70472	-57826	-53693	-40	38.300000
10620	0	0	31	24	25	34	-62414	-70431	-57802	-53650	-40	38.400000
10620	0	0	18	21	12	41	-62504	-70543	-57894	-53742	-40	38.400000
10620	0	0	-3	11	-8	13	-62476	-70521	-57860	-53718	-40	38.400000
10620	0	0	9	23	-3	18	-62448	-70489	-57842	-53712	-40	38.400000
10620	0	0	-2	10	0	19	-62484	-70502	-57871	-53719	-40	38.400000
10620	0	0	10	14	2	13	-62417	-70450	-57804	-53674	-40	38.400000
10620	0	0	2	6	-3	17	-62437	-70460	-57825	-53695	-40	38.400000
10620	0	0	-12	19	-11	28	-62462	-70531	-57834	-53719	-40	38.400000
10620	0	0	16	20	-1	24	-62442	-70460	-57832	-53695	-40	38.400000
10620	0	0	22	43	-4	20	-62333	-70341	-57721	-53607	-40	38.400000
10620	0	0	22	32	3	23	-62343	-70357	-57733	-53608	-40	38.400000
10620	0	0	-1	6	0	21	-62320	-70305	-57724	-53597	-40	38.400000
10620	0	0	25	37	12	32	-62421	-70423	-57807	-53669	-40	38.400000
10620	0	0	2	4	6	18	-62413	-70428	-57790	-53665	-40	38.400000
10620	0	0	16	31	11	31	-62350	-70380	-57733	-53616	-40	38.400000
10620	0	0	33	43	19	33	-62376	-70381	-57741	-53617	-40	38.400000
11620	0	0	11	30	4	30	-62343	-70344	-57736	-53607	-40	38.400000
11620	0	0	25	34	5	24	-62343	-70367	-57726	-53608	-40	38.400000
11620	0	0	13	21	-8	18	-62385	-70391	-57754	-53619	-40	38.400000
11620	0	0	10	21	-6	21	-62533	-70569	-57904	-53759	-40	38.400000
11620	0	0	-2	3	1	18	-62459	-70486	-57833	-53703	-40	38.400000
11620	0	0	15	28	6	29	-62477	-70502	-57851	-53708	-40	38.400000
11620	0	0	18	24	3	24	-62389	-70418	-57784	-53649	-40	38.400000
11620	0	0	21	17	6	17	-62482	-70516	-57870	-53726	-40	38.400000
11620	0	0	4	24	0	34	-62443	-70454	-57812	-53677	-40	38.400000
11620	0	0	9	23	10	29	-62415	-70419	-57804	-53667	-40	38.400000
11620	0	0	3	12	-6	19	-62410	-70409	-57798	-53659	-40	38.400000
11620	0	0	8	15	17	32	-62400	-70394	-57800	-53661	-40	38.400000
11620	0	0	6	9	-5	16	-62456	-70450	-57831	-53675	-40	38.400000
11620	0	0	6	4	-9	8	-62466	-70501	-57854	-53700	-40	38.400000
11620	0	0	24	23	8	25	-62416	-70422	-57817	-53659	-40	38.400000
11620	0	0	1	18	5	19	-62439	-70462	-57821	-53685	-40	38.400000
11620	0	0	22	41	8	30	-62367	-70373	-57760	-53620	-40	38.400000
11620	0	0	22	26	10	28	-62361	-70365	-57746	-53613	-40	38.400000
11620	0	0	28	48	10	38	-62316	-70317	-57675	-53570	-40	38.400000
11620	0	0	2	18	-3	22	-62347	-70362	-57746	-53622	-40	38.400000
11620	0	0	18	21	-1	15	-62411	-70405	-57808	-53653	-40	38.400000
11620	0	0	-3	17	-7	27	-62453	-70474	-57836	-53714	-40	38.400000
11620	0	0	20	38	20	38	-62409	-70429	-57807	-53679	-40	38.400000
11620	0	0	24	27	3	20	-62358	-70379	-57761	-53633	-40	38.400000
11620	0	0	-5	17	-10	29	-62447	-70463	-57827	-53711	-40	38.400000
12620	0	0	-4	10	-19	4	-62367	-70356	-57738	-53634	-40	38.400000
12620	0	0	27	34	10	29	-62326	-70332	-57727	-53618	-40	38.400000
12620	0	0	16	24	2	30	-62356	-70351	-57735	-53625	-40	38.400000
12620	0	0	-3	2	-8	10	-62359	-70356	-57755	-53641	-40	38.400000
12620	0	0	8	17	-3	20	-62295	-70281	-57693	-53589	-40	38.400000
12620	0	0	24	30	-1	26	-62452	-70374	-57721	-53630	-40	38.400000
12620	0	0	13	27	-5	23	-62385	-70360	-57725	-53647	-40	38.400000
12620	0	0	13	14	4	14	-62462	-70395	-57770	-53659	-40	38.400000
12620	0	0	2	11	-8	14	-62370	-70359	-57758	-53652	-40	38.400000
12620	0	0	-22	2	-24	11	-62378	-70317	-57730	-53626	-40	38.500000
12620	0	0	23	43	5	40	-62349	-70367	-57743	-53636	-40	38.500000
12620	0	0	15	13	14	21	-62447	-70471	-57832	-53707	-40	38.500000
12620	0	0	15	12	13	23	-62408	-70427	-57769	-53681	-40	38.500000
12620	0	0	-5	8	-7	20	-62389	-70392	-57760	-53673	-40	38.500000
12620	0	0	24	41	13	35	-62470	-70498	-57859	-53739	-40	38.500000
12620	0	0	1	20	0	19	-62455	-70436	-57830	-53706	-40	38.500000
12620	0	0	-3	8	-1	14	-62464	-70461	-57836	-53724	-40	38.500000
12620	0	0	4	8	-5	16	-62428	-70420	-57797	-53691	-40	38.500000
12620	0	0	11	24	1	26	-62431	-70414	-57808	-53699	-40	38.500000
12620	0	0	25	38	-4	21	-62468	-70420	-57830	-53701	-40	38.500000
12620	0	0	-15	7	-17	16	-62442	-70417	-57823	-53682	-40	38.500000
12620	0	0	14	36	9	26	-62410	-70399	-57767	-53656	-40	38.500000
12620	0	0	11	23	13	27	-62384	-70370	-57752	-53639	-40	38.500000
12620	0	0	16	20	-2	19	-62401	-70389	-57773	-53644	-40	38.500000
